ProductId,Gender,Category,SubCategory,ProductType,Colour,Usage,ProductTitle,Image,ImageURL
40979,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Core Yellow T-shirt,40979.jpg,http://assets.myntassets.com/v1/images/style/properties/51526845111a4fd6533e4a17135732c9_images.jpg
34030,Boys,Apparel,Topwear,Shirts,Blue,Casual,Gini and Jony Boys Check Blue Shirt,34030.jpg,http://assets.myntassets.com/v1/images/style/properties/de60f28116510c52412e8c1c9a6217aa_images.jpg
8323,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boy's Athletic 77 Dept White Kidswear,8323.jpg,http://assets.myntassets.com/v1/images/style/properties/6ad721173c210760b62f103499d1fc48_images.jpg
4728,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,Disney Kids Boy's Crew Sea Life Sialing Navy Teen Kidswear,4728.jpg,http://assets.myntassets.com/v1/images/style/properties/f6b7fdf34bbea8bb189ae919e600c1ec_images.jpg
34037,Boys,Apparel,Topwear,Shirts,Blue,Casual,Palm Tree Boys Check Blue Shirt,34037.jpg,http://assets.myntassets.com/v1/images/style/properties/196a690c54a995d688b3e294fd44df62_images.jpg
37222,Boys,Apparel,Topwear,Shirts,Navy Blue,Casual,United Colors of Benetton Boys Check Navy Blue Shirt,37222.jpg,http://assets.myntassets.com/v1/images/style/properties/ad79934eb3d7e8e3f33820a791af77e8_images.jpg
40142,Boys,Apparel,Topwear,Tshirts,Green,Casual,Gini and Jony Boys Core Green T-shirt,40142.jpg,http://assets.myntassets.com/v1/images/style/properties/a23a136477b9feca3e8a629572207c51_images.jpg
39318,Boys,Apparel,Topwear,Tshirts,Red,Casual,Gini and Jony Boys Red T-shirt,39318.jpg,http://assets.myntassets.com/v1/images/style/properties/58e14cbc59ec5867502dd2146658703e_images.jpg
8348,Boys,Apparel,Topwear,Tshirts,Brown,Casual,Doodle Boy's Little Monsters Rocking Rust Kidswear,8348.jpg,http://assets.myntassets.com/v1/images/style/properties/1ce1aa6acaffd18fe48745440508e08e_images.jpg
50714,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boys white Printed T-Shirt,50714.jpg,http://assets.myntassets.com/v1/images/style/properties/a2b56af36d377bf03ca88f4653f465f3_images.jpg
34097,Boys,Apparel,Topwear,Tshirts,Green,Casual,Doodle Boys Printed Green T-shirt,34097.jpg,http://assets.myntassets.com/v1/images/style/properties/32aed5f009a01bcb73adf6a25c1bd1c9_images.jpg
40129,Boys,Apparel,Topwear,Shirts,Navy Blue,Casual,Gini and Jony BoysCore Navy Blue Shirt,40129.jpg,http://assets.myntassets.com/v1/images/style/properties/00bc9c8675d7bcd2df2d6cc7ead3c798_images.jpg
30602,Boys,Apparel,Bottomwear,Shorts,Black,Sports,Nike Boys Basketball Black Shorts,30602.jpg,http://assets.myntassets.com/v1/images/style/properties/b8b2ceebfb49c01db50d6da07780dd2a_images.jpg
50713,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Doodle Boys Yellow Printed T-Shirt,50713.jpg,http://assets.myntassets.com/v1/images/style/properties/97859c2f1a122c26c69f08beb338266e_images.jpg
39320,Boys,Apparel,Bottomwear,Shorts,Navy Blue,Casual,Gini and Jony Boys Navy Blue Shorts,39320.jpg,http://assets.myntassets.com/v1/images/style/properties/4e5604b90798ff57a6a84b34cd788b8e_images.jpg
33283,Boys,Apparel,Bottomwear,Jeans,Black,Casual,Gini and Jony Boys Black Jeans,33283.jpg,http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Boys-Black-Jeans_9dc05d84d9f49f1430edefc0e47055fc_images.jpg
15573,Boys,Apparel,Topwear,Tshirts,White,Casual,Chhota Bheem Kids Boys Main Hoon Bheem TShirt,15573.jpg,http://assets.myntassets.com/v1/images/style/properties/231276992e9264fce31beea56396f9a5_images.jpg
37623,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Madagascar 3 Boys Blue Printed T-shirt,37623.jpg,http://assets.myntassets.com/v1/images/style/properties/5b404e7992187f73f024709ae5f5ca38_images.jpg
31144,Boys,Apparel,Topwear,Tshirts,Pink,Casual,Gini and Jony Boys Printed Pink T-shirt,31144.jpg,http://assets.myntassets.com/v1/images/style/properties/deba391102cf15058addefecf16dc72e_images.jpg
21580,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Chhota Bheem Kids-Boys Printed Pale Blue Tshirt,21580.jpg,http://assets.myntassets.com/v1/images/style/properties/6798ff9c492f670f417e7482047ae9de_images.jpg
34260,Boys,Apparel,Topwear,Tshirts,Red,Casual,Gini and Jony Boys Printed Red T-shirt,34260.jpg,http://assets.myntassets.com/v1/images/style/properties/3390909d8edd2765c656354c3871bbf1_images.jpg
34052,Boys,Apparel,Bottomwear,Capris,Yellow,Casual,Gini and Jony Boys Yellow 3/4 Length Pants,34052.jpg,http://assets.myntassets.com/v1/images/style/properties/828d3baf1dfd59dc8e4da0a0a2280231_images.jpg
33277,Boys,Apparel,Bottomwear,Jeans,Blue,Casual,Gini and Jony Boys Washed Blue Jeans,33277.jpg,http://assets.myntassets.com/v1/images/style/properties/79f46af5fca9e5594165339a5b9580a3_images.jpg
40924,Boys,Apparel,Bottomwear,Jeans,Blue,Casual,Gini and Jony Boys Jeans Blue Jeans,40924.jpg,http://assets.myntassets.com/v1/images/style/properties/b38801381cc54ad5d098a1f2885b905a_images.jpg
34099,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boys Printed White T-shirt,34099.jpg,http://assets.myntassets.com/v1/images/style/properties/4a31e1ebbcbec23ff5ff6f56d68d0db3_images.jpg
38492,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Core Yellow T-shirt,38492.jpg,http://assets.myntassets.com/v1/images/style/properties/5990245b18f2acd0c75fce28da431ecc_images.jpg
39316,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys Printed White T-shirt,39316.jpg,http://assets.myntassets.com/v1/images/style/properties/9153414fe7025ec5eea9b952750034e4_images.jpg
34055,Boys,Apparel,Bottomwear,Capris,Blue,Casual,Palm Tree Boys Washed Blue 3/4 Length Pants,34055.jpg,http://assets.myntassets.com/v1/images/style/properties/1646d48d6dbf9f584981ab6a2b20a614_images.jpg
31143,Boys,Apparel,Topwear,Tshirts,Green,Casual,Gini and Jony Boys Printed Green T-shirt,31143.jpg,http://assets.myntassets.com/v1/images/style/properties/319f01745011545b1af08760fd1a6157_images.jpg
41234,Boys,Apparel,Bottomwear,Shorts,Black,Casual,Gini and Jony Boys Black Shorts,41234.jpg,http://assets.myntassets.com/v1/images/style/properties/451ec9cf12abca1c10721be1c7317026_images.jpg
15574,Boys,Apparel,Topwear,Tshirts,Purple,Casual,Chhota Bheem Kids Boys Best Friends Group TShirt,15574.jpg,http://assets.myntassets.com/v1/images/style/properties/4e635c4ed0cadbd612bb22d01420166f_images.jpg
37624,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,Madagascar3 Boys Navy Blue T-Shirt,37624.jpg,http://assets.myntassets.com/v1/images/style/properties/92eb3196587a12fe46a188b75d595a6c_images.jpg
8341,Boys,Apparel,Topwear,Tshirts,Green,Casual,Doodle Boy's Volleyball Champion Green White Kidswear,8341.jpg,http://assets.myntassets.com/v1/images/style/properties/377ccb44d1f75caae79fc19ba10bbe71_images.jpg
29177,Boys,Apparel,Bottomwear,Shorts,Blue,Casual,United Colors of Benetton Boys Blue Shorts,29177.jpg,http://assets.myntassets.com/v1/images/style/properties/2ae9ae3d5e68c52333a0cddd3cd82372_images.jpg
40923,Boys,Apparel,Bottomwear,Jeans,Blue,Casual,Gini and Jony Boys Jeans Blue Jeans,40923.jpg,http://assets.myntassets.com/v1/images/style/properties/a6c1602f1c5a72e2938ae4275a2c9652_images.jpg
38345,Boys,Apparel,Topwear,Tshirts,Off White,Casual,Superman Boys Off White & Navy Blue T-shirt,38345.jpg,http://assets.myntassets.com/v1/images/style/properties/4d22e1d2d916c0c0c77ff3f62e973f56_images.jpg
41983,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys Around The World White T-shirt,41983.jpg,http://assets.myntassets.com/v1/images/style/properties/ab96dcd57224a4128487ed4e2a7148ca_images.jpg
41977,Boys,Apparel,Bottomwear,Shorts,White,Casual,Gini and Jony Boys Beach White Shorts,41977.jpg,http://assets.myntassets.com/v1/images/style/properties/5d58ca09a3d01ab7feadb79d06ac2064_images.jpg
33302,Boys,Apparel,Topwear,Tshirts,Red,Casual,Palm Tree Boys Pack of 2 T-shirts,33302.jpg,http://assets.myntassets.com/v1/images/style/properties/1953f2f2d877a2e8907154416335edc2_images.jpg
41970,Boys,Apparel,Topwear,Tshirts,Red,Casual,Gini and Jony Boys Surfs Up Red T-shirt,41970.jpg,http://assets.myntassets.com/v1/images/style/properties/81fddb61c3d3e7e1ddfe444698c459a0_images.jpg
41984,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys Around The World White T-shirt,41984.jpg,http://assets.myntassets.com/v1/images/style/properties/40d02553865d4afe0a55c01e995ab6ce_images.jpg
37597,Boys,Apparel,Topwear,Tshirts,White,Casual,Madagascar3 Boys White Printed T-Shirt,37597.jpg,http://assets.myntassets.com/v1/images/style/properties/bbe775bc79479d643fe9bc4af237048d_images.jpg
46732,Boys,Apparel,Bottomwear,Shorts,Khaki,Casual,Gini and Jony Boys Khaki Bermuda Shorts,46732.jpg,http://assets.myntassets.com/v1/images/style/properties/8ac464a7ba26ab1822bab8384c7e7f9b_images.jpg
33305,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Pack of 2 T-shirts,33305.jpg,http://assets.myntassets.com/v1/images/style/properties/b06e954881508f173b3e61fc8c2eaa1b_images.jpg
38987,Boys,Apparel,Topwear,Tshirts,Green,Casual,Gini and Jony Boys Wild West T-shirt,38987.jpg,http://assets.myntassets.com/v1/images/style/properties/33123d08f96202593c4da1b8637fb9fc_images.jpg
39855,Boys,Apparel,Topwear,Tshirts,Black,Casual,Gini and Jony Boys Printed Black T-Shirt,39855.jpg,http://assets.myntassets.com/v1/images/style/properties/6fa45d21a0d6194932652bfcaf4c0e2b_images.jpg
32647,Boys,Apparel,Topwear,Tshirts,Blue,Sports,Nike Kids Boys Contemporary Athlete Blue T-shirt,32647.jpg,http://assets.myntassets.com/v1/images/style/properties/Nike-Kids-Boys-Contemporary-Athlete-Blue-T-shirt_a6a972a28212947a640b4fcd16b81f76_images.jpg
48238,Boys,Apparel,Topwear,Tshirts,White,Casual,Avengers Boys White Printed T-shirt,48238.jpg,http://assets.myntassets.com/v1/images/style/properties/4eca5f3b6058e978fc7451d675b6bb5c_images.jpg
2738,Boys,Apparel,Topwear,Tshirts,White,Casual,Disney Kids Boy's Double Fun Kidswear,2738.jpg,http://assets.myntassets.com/v1/images/style/properties/98e2cbda9777f1f29169df99f43d52d4_images.jpg
12847,Boys,Apparel,Topwear,Tshirts,Black,Casual,Ant Kids Boys National Champion Black Tshirts,12847.jpg,http://assets.myntassets.com/v1/images/style/properties/09359395fafdff5f790e205af6465a8b_images.jpg
39863,Boys,Apparel,Topwear,Tshirts,Black,Casual,Gini and Jony Boys Polo Black T-Shirt,39863.jpg,http://assets.myntassets.com/v1/images/style/properties/103e76f9dbc3112fc9d0659a818ca917_images.jpg
41979,Boys,Apparel,Topwear,Tshirts,Grey,Casual,Gini and Jony Boys Around The World Grey T-shirt,41979.jpg,http://assets.myntassets.com/v1/images/style/properties/b7682574d75af74c02adf5186c85a806_images.jpg
35454,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Doodle Boys Printed Blue T-shirt,35454.jpg,http://assets.myntassets.com/v1/images/style/properties/1cfc2aa25acbf5efa0b7159760441f41_images.jpg
12840,Boys,Apparel,Topwear,Tshirts,Brown,Casual,Ant Kids Brown Striped T-Shirt,12840.jpg,http://assets.myntassets.com/v1/images/style/properties/Ant-Kids-Brown-Striped-T-Shirt_b1f3859d14c5847f9bf073b29d60624f_images.jpg
38989,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Rodeo Yellow T-shirt,38989.jpg,http://assets.myntassets.com/v1/images/style/properties/0003cd393a38ab669aecdfc11706cc0f_images.jpg
37599,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Madagascar3 Boys Yellow Printed T-Shirt,37599.jpg,http://assets.myntassets.com/v1/images/style/properties/95f0c9f9ba20049284da8957d07f7e6a_images.jpg
33139,Boys,Apparel,Topwear,Tshirts,Grey,Casual,Gini and Jony Boys Printed Grey T-shirt,33139.jpg,http://assets.myntassets.com/v1/images/style/properties/612896ff89bab8dab5bd63de0fe53772_images.jpg
38942,Boys,Apparel,Topwear,Shirts,White,Casual,Gini and Jony Boys Check White Shirt,38942.jpg,http://assets.myntassets.com/v1/images/style/properties/6cae46f3cea403b6f6cd944504e47338_images.jpg
35453,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boys Printed White T-shirt,35453.jpg,http://assets.myntassets.com/v1/images/style/properties/f3aae7f34c7429ec0cdefd09861d5756_images.jpg
39864,Boys,Apparel,Topwear,Tshirts,Red,Casual,Gini and Jony Boys Polo Red T-Shirt,39864.jpg,http://assets.myntassets.com/v1/images/style/properties/142c5c2595bb94afad325cc6d756608b_images.jpg
4201,Boys,Apparel,Topwear,Tshirts,Green,Casual,Disney Kids Boy's Green Crew Sea Life Sialing Kidswear,4201.jpg,http://assets.myntassets.com/v1/images/style/properties/1a779ba8c012b6b53d76a9d27cd8ed30_images.jpg
3818,Boys,Apparel,Topwear,Tshirts,Green,Casual,Disney Kids Boy's Green Pooh Tiger Kidswear,3818.jpg,http://assets.myntassets.com/v1/images/style/properties/4c4ce8ddde4d8b15eca3be222cd5f0e1_images.jpg
30723,Boys,Apparel,Topwear,Kurtas,Blue,Ethnic,Fabindia Boys Printed Blue Kurta,30723.jpg,http://assets.myntassets.com/v1/images/style/properties/99ec97b9a4d7517c59a63ca000ad2def_images.jpg
18176,Boys,Apparel,Topwear,Sweatshirts,Green,Casual,Doodle Kids-Boys Flap 02 Green Sweatshirt,18176.jpg,http://assets.myntassets.com/v1/images/style/properties/734ab2fd1fd5ce16dc76d78742f740ce_images.jpg
24912,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,United Colors of Benetton Kids Boys Yellow Printed T-shirt,24912.jpg,http://assets.myntassets.com/v1/images/style/properties/952b5980fadd0a61cf5558352cdd5986_images.jpg
37539,Boys,Apparel,Socks,Booties,White,Casual,Madagascar 3 Infants Boys White Booties,37539.jpg,http://assets.myntassets.com/v1/images/style/properties/3b4fde3fc805549feaf58cc396be3038_images.jpg
35438,Boys,Apparel,Topwear,Shirts,Multi,Casual,Doodle Boys Check Multi Coloured Shirt,35438.jpg,http://assets.myntassets.com/v1/images/style/properties/8ce7969a987ef26826fa6886242c1e2e_images.jpg
31098,Boys,Apparel,Topwear,Shirts,Red,Casual,Gini and Jony Boys Check Red Shirt,31098.jpg,http://assets.myntassets.com/v1/images/style/properties/0307c761549e4ca18ca64d084d938c7c_images.jpg
35894,Boys,Apparel,Topwear,Tshirts,Green,Casual,Jungle Book Boys Bagheera Green T-shirt,35894.jpg,http://assets.myntassets.com/v1/images/style/properties/e6b504645f058120a0b13b6d077c73fd_images.jpg
58460,Boys,Apparel,Topwear,Tshirts,White,Casual,Madagascar 3 Boys White T-shirt,58460.jpg,http://assets.myntassets.com/v1/images/style/properties/Madagascar-3-Boys-White-T-shirt_426be57f5681d830cf452607dccacede_images.jpg
39837,Boys,Apparel,Topwear,Tshirts,Red,Casual,Palm Tree Boys Striped Red T-Shirt,39837.jpg,http://assets.myntassets.com/v1/images/style/properties/6e38d2be8a65881f9e0f959f2b3bf754_images.jpg
41747,Boys,Apparel,Topwear,Tshirts,Green,Casual,Doodle Boys Green T-shirt,41747.jpg,http://assets.myntassets.com/v1/images/style/properties/429078cf09fbf9dfced6c20fc2a0940b_images.jpg
58458,Boys,Apparel,Topwear,Tshirts,Red,Casual,Madagascar 3 Boys Red T-shirt,58458.jpg,http://assets.myntassets.com/v1/images/style/properties/Madagascar-3-Boys-Red-T-shirt_4b97dfa1978635b4d223bfd5a078bbd9_images.jpg
